On-the-Job Search and the Wage Distribution,"Christensen, Bent Jesper; Lentz, Rasmus; Mortensen, Dale T.; Neumann, George R.; Werwatz, Axel",,,,
On-the-Job Specific Training and Efficient Screening,"Bac, Mehmet",,,,
Opportunity Counts: Teams and the Effectiveness of Production Incentives,"Boning, Brent; Ichniowski, Casey; Shaw, Kathryn",,,,
Optimal CEO Compensation: Some Equivalence Results,"Choe, Chongwoo",,,,
Optimal Immigration and Cultural Assimilation,"Konya, Istvan",,,,
Optimal Labor Contracts with On-the-Job Search: Are Involuntary Layoffs Used as an Incentive Device to Make Workers Search Harder?,"Arvan, Lanny",,,,
Optimal Leisure-Effort Choice with Endogenously Determined Earnings,"McCabe, Peter J.",,,,
"Optimal Membership, Employment, and Income Distribution in Unionized and Labor-Managed Firms","Spinnewyn, Frans; Svejnar, Jan",,,,
Optimal Promotion Policies with the Looking-Glass Effect,"Ishida, Junichiro",,,,
Optimal Unemployment Insurance in a Matching Equilibrium,"Coles, Melvyn; Masters, Adrian",,,,
Optimal Unemployment Insurance in Search Equilibrium,"Fredriksson, Peter; Holmlund, Bertil",,,,
"Optimum Contracts for Research Personnel, Research Employment, and the Establishment of 'Rival' Enterprises","Pakes, Ariel; Nitzan, Shmuel",,,,
Organizational Form and the Market for Talent,"Harstad, Bard",,,,
Outsourcing at Will: The Contribution of Unjust Dismissal Doctrine to the Growth of Employment Outsourcing,"Autor, David H.",,,,
Outsourcing Household Production: Foreign Domestic Workers and Native Labor Supply in Hong Kong,"Cortes, Patricia; Pan, Jessica",,,,
'Overeducation' in the Labor Market,"Sicherman, Nachum",,,,
"Overtime Pay, Overtime Hours, and Labor Unions","Trejo, Stephen J.",,,,
Panel Estimates of Male and Female Job Turnover Behavior: Can Female Nonquitters Be Identified?,"Light, Audrey; Ureta, Manuelita",,,,
Parental and Child Time Investments and the Cognitive Development of Adolescents,"Del Boca, Daniela; Monfardini, Chiara; Nicoletti, Cheti",,,,
Parenthood and the Gender Gap in Pay,"Angelov, Nikolay; Johansson, Per; Lindahl, Erica",,,,
"Partial Gift Exchange in an Experimental Labor Market, Impact of Subject Population Differences, and Effort Requests on Behavior","Hannan, R. Lynn; Kagel, John H.; Moser, Donald V.",,,,
Pay Differences among the Highly Paid: The Male-Female Earnings Gap in Lawyers' Salaries,"Wood, Robert G.; Corcoran, Mary E.; Courant, Paul N.",,,,
Pay Inequality,"Moene, Karl Ove; Wallerstein, Michael",,,,
"Pay, Performance, and Turnover of Bank CEOs","Barro, Jason R.; Barro, Robert J.",,,,
Paying for Performance: The Education Impacts of a Community College Scholarship Program for Low-Income Adults,"Barrow, Lisa; Richburg-Hayes, Lashawn; Rouse, Cecilia Elena; Brock, Thomas",,,,
Peer Effects in European Primary Schools: Evidence from the Progress in International Reading Literacy Study,"Ammermueller, Andreas; Pischke, Jorn-Steffen",,,,
Peer Effects in Microenvironments: The Benefits of Homogeneous Classroom Groups,"Lu, Fangwen; Anderson, Michael L.",,,,
Peer Pressure in an Agency Relationship,"Barron, John M.; Gjerde, Kathy Paulson",,,,
People I Know: Job Search and Social Networks,"Cingano, Federico; Rosolia, Alfonso",,,,
Perceptions of Equity and the Distribution of Income,"Rotemberg, Julio J.",,,,
Performance Gender Gap: Does Competition Matter?,"Ors, Evren; Palomino, Frederic; Peyrache, Eloic",,,,
Performance Pay and Managerial Experience in Multitask Teams: Evidence from within a Firm,"Griffith, Rachel; Neely, Andrew",,,,
Performance Pay and the White-Black Wage Gap,"Heywood, John S.; Parent, Daniel",,,,
Performance Pay and the White-Black Wage Gap: Erratum,"Heywood, John S.; Parent, Daniel",,,,
Permanent and Transitory Substitution Effects in Health Insurance Experiments,"Arrow, Kenneth J.",,,,
Persistence of Interindustry Wage Differentials: A Reexamination Using Matched Worker-Firm Panel Data,"Goux, Dominique; Maurin, Eric",,,,
Persistent Effects of Job Displacement: The Importance of Multiple Job Losses,"Stevens, Ann Huff",,,,
"Personnel Economics: Past Lessons and Future Directions: Presidential Address to the Society of Labor Economists, San Francisco, May 1, 1998","Lazear, Edward P.",,,,
Personnel Policies at the Union Bank of Australia: Evidence from the 1888-1900 Entry Cohorts,"Seltzer, Andrew; Merrett, David T.",,,,
Physician Specialty Choice under Uncertainty,"Nicholson, Sean",,,,
Piece-Rate Incentive Schemes,"Gibbons, Robert",,,,
Plant Turnover and Gross Employment Flows in the US Manufacturing Sector,"Dunne, Timothy; Roberts, Mark J.; Samuelson, Larry",,,,
Preface,"Wanner, Eric",,,,
Preschoolers Enrolled and Mothers at Work? The Effects of Universal Prekindergarten,"Fitzpatrick, Maria Donovan",,,,
Preunemployment Job Search and Advance Job Loss Notice,"Burgess, Paul L.; Low, Stuart A.",,,,
"Private Equity, Layoffs, and Job Polarization","Olsson, Martin; Tag, Joacim",,,,
"Product Market Competition, Returns to Skill, and Wage Inequality","Guadalupe, Maria",,,,
Product Market Evidence on the Employment Effects of the Minimum Wage,"Aaronson, Daniel; French, Eric",,,,
Productivity Spillovers in Team Production: Evidence from Professional Basketball,"Arcidiacono, Peter; Kinsler, Josh; Price, Joseph",,,,
Professionalism and Contracts in Organizations,"Prendergast, Canice",,,,
Profiling the New Immigrant Worker: The Effects of Skin Color and Height,"Hersch, Joni",,,,
Promotion and Optimal Retirement,"Stern, Steven",,,,
"Promotion, Turnover, and Discretionary Human Capital Acquisition","Scoones, David; Bernhardt, Dan",,,,
"Promotion, Turnover, Earnings, and Firm-Sponsored Training","Owan, Hideo",,,,
Promotions and Incentives: The Case of Multistage Elimination Tournaments,"Altmann, Steffen; Falk, Armin; Wibral, Matthias",,,,
Promotions and Wage Growth,"McCue, Kristin",,,,
"Promotions, Demotions, Halo Effects, and the Earnings Dynamics of American Executives","Belzil, Christian; Bognanno, Michael",,,,
Providing Employers with Incentives to Train Low-Skilled Workers: Evidence from the UK Employer Training Pilots,"Abramovsky, Laura; Battistin, Erich; Fitzsimons, Emla; Goodman, Alissa; Simpson, Helen",,,,
Punitive Sanctions and the Transition Rate from Welfare to Work,"van den Berg, Gerard J.; van der Klaauw, Bas; van Ours, Jan C.",,,,
Putting Grades in Context,"Bar, Talia; Kadiyali, Vrinda; Zussman, Asaf",,,,
"Putting Tasks to the Test: Human Capital, Job Tasks, and Wages","Autor, David H.; Handel, Michael J.",,,,
"Quality of Education, Productivity Changes, and Income Distribution","Mehta, Shailendra Raj",,,,
Racial Differences in Professional Basketball Players' Compensation,"Kahn, Lawrence M.; Sherer, Peter D.",,,,
Racial Differences in the Stability of High Earnings among Young Men,"Datcher-Loury, Linda",,,,
Raiding Opportunities and Unemployment,"Tranaes, Torben",,,,
Real Wage Indices,"Coles, Jeffrey L.; Harte-Chen, Paul",,,,
Reallocation in the Great Recession: Cleansing or Not?,"Foster, Lucia; Grim, Cheryl; Haltiwanger, John",,,,
Recruitment of Foreigners in the Market for Computer Scientists in the United States,"Bound, John; Braga, Breno; Golden, Joseph M.; Khanna, Gaurav",,,,
Recruitment Restrictions and Labor Markets: Evidence from the Postbellum US South,"Naidu, Suresh",,,,
Reemployment Probabilities and Returns to Matching,"Petrongolo, Barbara",,,,
Regulating Executive Pay: Using the Tax Code to Influence Chief Executive Officer Compensation,"Rose, Nancy L.; Wolfram, Catherine",,,,
"Rehiring, Seniority, and Labor Force Adjustment","Santiago, Carlos E.",,,,
Reinterpreting Industry Premiums: Match-Specific Productivity,"Kim, Dae Il",,,,
Relative Efficiencies and Comparative Advantages in Job Search,"Belzil, Christian",,,,
Relative Pay and Labor Supply,"Bracha, Anat; Gneezy, Uri; Loewenstein, George",,,,
"Relative Wages, Wage Growth, and Quit Behavior","Galizzi, Monica; Lang, Kevin",,,,
Relaxing Intertemporal Separability: A Rational Habits Model of Labor Supply Estimated from Panel Data,"Bover, Olympia",,,,
Renouncing Personal Names: An Empirical Examination of Surname Change and Earnings,"Arai, Mahmood; Thoursie, Peter Skogman",,,,
Rent Sharing in an Equilibrium Model of Matching and Turnover,"McLaughlin, Kenneth J.",,,,
Rent-Sharing and Wages: Evidence from Company and Establishment Panels,"Hildreth, Andrew K. G.; Oswald, Andrew J.",,,,
Reputations for Safety: Market Performance and Policy Remedies,"Carmichael, H. Lorne",,,,
Restructuring Top Management: Evidence from Corporate Spinoffs,"Wruck, Eric G.; Wruck, Karen H.",,,,
Retirement and Consumption in a Life Cycle Model,"Blau, David M.",,,,
Retirement in Dual-Career Families: A Structural Model,"Gustman, Alan L.; Steinmeier, Thomas L.",,,,
Retirement Status and State Dependence: A Longitudinal Study of Older Men,"Slade, Frederic P.",,,,
"Retirement, Wages, and Labor Supply of the Elderly","Hanoch, Giora; Honig, Marjorie",,,,
Retracting a Gift: How Does Employee Effort Respond to Wage Reductions?,"Lee, Darin; Rupp, Nicholas G.",,,,
Right-to-Work Laws and the Extent of Unionization,"Farber, Henry S.",,,,
"Right-to-Work Laws, Free Riders, and Unionization in the Local Public Sector","Ichniowski, Casey; Zax, Jeffrey S.",,,,
"Rising Wage Inequality, Comparative Advantage, and the Growing Importance of General Skills in the United States","Gould, Eric D.",,,,
Salience and Social Security Benefits,"Brinch, Christian N.; Hernaes, Erik; Jia, Zhiyang",,,,
School Performance and the Youth Labor Market,"Murphy, Kevin M.; Peltzman, Sam",,,,
School Tracking and Development of Cognitive Skills,"Pekkala Kerr, Sari; Pekkarinen, Tuomas; Uusitalo, Roope",,,,
Search for Nonwage Job Characteristics: A Test of the Reservation Wage Hypothesis,"Blau, David M.",,,,
"Search Intensity, Job Advertising, and Efficiency","Pissarides, Christopher A.",,,,
Search Method Use by Unemployed Youth,"Holzer, Harry J.",,,,
"Search, Bargaining, and Employer Discrimination","Rosen, Asa",,,,
"Search, Hiring Strategies, and Labor Market Intermediaries","Bull, Clive; Ornati, Oscar; Tedeschi, Piero",,,,
"Search, Layoffs, and Reservation Wages","Wright, Randall D.",,,,
"Search, Sorting, and Urban Agglomeration","Wheeler, Christopher H.",,,,
Sectoral Shifts and Interindustry Wage Differentials,"Helwege, Jean",,,,
Seeking Similarity: How Immigrants and Natives Manage in the Labor Market,"Aslund, Olof; Hensvik, Lena; Nordstrom Skans, Oskar",,,,
Selective Counteroffers,"Barron, John M.; Berger, Mark C.; Black, Dan A.",,,,
Self-Recruitment in the Legal Profession,"Laband, David N.; Lentz, Bernard F.",,,,
Self-selection and the Distribution of Hourly Wages,"Heckman, James J.; Sedlacek, Guilherme L.",,,,
Self-Selection via Fringe Benefits,"Dye, Ronald A.; Antle, Rick",,,,
"Seniority, Sectoral Decline, and Employee Retention: An Analysis of Layoff Unemployment Spells","Idson, Todd L.; Valletta, Robert G.",,,,
Separate and Unequal in the Labor Market: Human Capital and the Jim Crow Wage Gap,"Carruthers, Celeste K.; Wanamaker, Marianne H.",,,,
Serial Entrepreneurship: Learning by Doing?,"Lafontaine, Francine; Shaw, Kathryn",,,,
Sex Differences in Tenure Profiles: Effects of Shared Firm-Specific Investment,"Becker, Elizabeth; Lindsay, Cotton M.",,,,
Sex-Based Differences in School Content and the Male-Female Wage Gap,"Brown, Charles; Corcoran, Mary",,,,
Sex-Related Wage Differentials and Women's Interrupted Labor Careers--The Chicken or the Egg,"Gronau, Reuben",,,,
"Sexual Orientation, Prejudice, and Segregation","Plug, Erik; Webbink, Dinand; Martin, Nick",,,,
Sharing the Costs: The Impact of Trade Reform on Capital and Labor in Morocco,"Currie, Janet; Harrison, Ann E.",,,,
Sherwin Rosen Award,,,,,
Shiftwork,"Mayshar, Joram; Halevy, Yoram",,,,
Short-Run Demand for Palestinian Labor,"Angrist, Joshua D.",,,,
Simultaneously Modeling the Supply of Weeks and Hours of Work among Female Household Heads,"Blank, Rebecca M.",,,,
Skill Dispersion and Firm Productivity: An Analysis with Employer-Employee Matched Data,"Iranzo, Susana; Schivardi, Fabiano; Tosetti, Elisa",,,,
Skill-Biased Technical Change and the Cost of Higher Education,"Jones, John Bailey; Yang, Fang",,,,
Skill-Biased Technological Change and Rising Wage Inequality: Some Problems and Puzzles,"Card, David; DiNardo, John E.",,,,
Skilled Immigration and the Employment Structures of US Firms,"Kerr, Sari Pekkala; Kerr, William R.; Lincoln, William F.",,,,
Small Differences That Matter: Mistakes in Applying to College,"Pallais, Amanda",,,,
Social Networks and Labor Markets: How Strong Ties Relate to Job Finding on Facebook's Social Network,"Gee, Laura K.; Jones, Jason; Burke, Moira",,,,
"Social Networks, Employee Selection, and Labor Market Outcomes","Hensvik, Lena; Skans, Oskar Nordstrom",,,,
"Social Security Disability Insurance: Applications, Awards, and Lifetime Income Flows","Kreider, Brent",,,,
"Some Contacts Are More Equal than Others: Informal Networks, Job Tenure, and Wages","Loury, Linda Datcher",,,,
Some Economic and Demographic Consequences of Mental Illness,"Bartel, Ann; Taubman, Paul",,,,
Some Economics of Teaching,"Rosen, Sherwin",,,,
Some Reflections on Jacob Mincer,"Bloom, David E.; Siow, Aloysius",,,,
Some Reflections on Melvin W Reder,"Lazear, Edward P.",,,,
Space and Unemployment: The Labor-Market Effects of Spatial Mismatch,"Brueckner, Jan K.; Zenou, Yves",,,,
Spatial Mismatch in Search Equilibrium,"Coulson, N. Edward; Laing, Derek; Wang, Ping",,,,
"Speaking, Reading, and Earnings among Low-Skilled Immigrants","Chiswick, Barry R.",,,,
Specialization and Human Capital,"Rosen, Sherwin",,,,
Specific Training Sometimes Cuts Wages and Always Cuts Turnover,"Munasinghe, Lalith",,,,
Spousal Conflict and Divorce,"Zhylyevskyy, Oleksandr",,,,
"Stand and Deliver: Effects of Boston's Charter High Schools on College Preparation, Entry, and Choice","Angrist, Joshua D.; Cohodes, Sarah R.; Dynarski, Susan M.; Pathak, Parag A.; Walters, Christopher R.",,,,
State Merit Aid Programs and College Major: A Focus on STEM,"Sjoquist, David L.; Winters, John V.",,,,
Statistical Discrimination and the Early Career Evolution of the Black-White Wage Gap,"Oettinger, Gerald S.",,,,
"STEM Workers, H-1B Visas, and Productivity in US Cities","Peri, Giovanni; Shih, Kevin; Sparber, Chad",,,,
Strategic Amnesty and Credible Immigration Reform,"Chau, Nancy H.",,,,
Strategic Delegation and Delay in Negotiations over the Bargaining Agenda,"Conlin, Michael; Furusawa, Taiji",,,,
Strikes as the Random Enforcement of Asymmetric Information Contracts,"Leach, John",,,,
Structural Estimation of Marriage Models,"Wong, Linda Y.",,,,
"Student Demographics, Teacher Sorting, and Teacher Quality: Evidence from the End of School Desegregation","Jackson, C. Kirabo",,,,
Studying Ourselves: The Academic Labor Market,"Ehrenberg, Ronald G.",,,,
Subsidies for Higher Education,"Johnson, George E.",,,,
Superstars in the National Basketball Association: Economic Value and Policy,"Hausman, Jerry A.; Leonard, Gregory K.",,,,
Swimming Upstream: Trends in the Gender Wage Differential in 1980s,"Blau, Francine D.; Kahn, Lawrence M.",,,,
Systematic Misreporting and Effects of Income Maintenance Experiments on Work Effort: Evidence from the Seattle-Denver Experiment,"Greenberg, David; Halsey, Harlan",,,,
Taking the Easy Way Out: How the GED Testing Program Induces Students to Drop Out,"Heckman, James J.; Humphries, John Eric; LaFontaine, Paul A.; Rodriguez, Pedro L.",,,,
Targeted or Universal Coverage? Assessing Heterogeneity in the Effects of Universal Child Care,"Kottelenberg, Michael J.; Lehrer, Steven F.",,,,
Targeted Remedial Education for Underperforming Teenagers: Costs and Benefits,"Lavy, Victor; Schlosser, Analia",,,,
Task Assignment over the Business Cycle,"Devereux, Paul J.",,,,
Tasks and Heterogeneous Human Capital,"Yamaguchi, Shintaro",,,,
"Taxation, Wage Variation, and Job Choice","Brown, James N.; Rosen, Harvey S.",,,,
Teacher Complementarities in Test Score Production: Evidence from Primary School,"Kinsler, Josh",,,,
Teacher Incentives and Student Achievement: Evidence from New York City Public Schools,"Fryer, Roland G.",,,,
Teacher Quality and Student Inequality,"Mansfield, Richard K.",,,,
Teacher Quality at the High School Level: The Importance of Accounting for Tracks,"Jackson, C. Kirabo",,,,
Teacher Quality in Public and Private Schools under a Voucher System: The Case of Chile,"Behrman, Jere R.; Tincani, Michela M.; Todd, Petra E.; Wolpin, Kenneth I.",,,,
Teachers and Student Achievement in the Chicago Public High Schools,"Aaronson, Daniel; Barrow, Lisa; Sander, William",,,,
Team Human Capital and Worker Mobility,"Chillemi, Ottorino; Gui, Benedetto",,,,
Team Incentives in Relational Employment Contracts,"Kvaloy, Ola; Olsen, Trond E.",,,,
"Technical Change, Job Tasks, and Rising Educational Demands: Looking Outside the Wage Structure","Spitz-Oener, Alexandra",,,,
Technological Change and Retirement Decisions of Older Workers,"Bartel, Ann P.; Sicherman, Nachum",,,,
Technological Change and the Skill Acquisition of Young Workers,"Bartel, Ann P.; Sicherman, Nachum",,,,
Technology and the Wage Structure,"Allen, Steven G.",,,,
Teen Drinking and Educational Attainment: Evidence from Two-Sample Instrumental Variables Estimates,"Dee, Thomas S.; Evans, William N.",,,,
Temperature and the Allocation of Time: Implications for Climate Change,"Graff Zivin, Joshua; Neidell, Matthew",,,,
"Tenure, Unions, and the Relationship between Employer Size and Wages","Pearce, James E.",,,,
"Test Scores, Subjective Assessment, and Stereotyping of Ethnic Minorities","Burgess, Simon; Greaves, Ellen",,,,
Testing Becker's Theory of Positive Assortative Matching,"Siow, Aloysius",,,,
Testing Dynamic Models of Worker Effort,"Machin, Stephen; Manning, Alan",,,,
Testing for Asymmetric Employer Learning,"Schonberg, Uta",,,,
Testing for Educational Credit Constraints Using Heterogeneity in Individual Time Preferences,"Cowan, Benjamin W.",,,,
Testing the Theory of Tournaments: An Empirical Analysis of Broiler Production,"Knoeber, Charles R.; Thurman, Walter N.",,,,
The 1983 Social Security Reforms and Labor Supply Adjustments of Older Individuals in the Long Run,"Gustman, Alan L.; Steinmeier, Thomas L.",,,,
The Absence of the African-American Owned Business: An Analysis of the Dynamics of Self-Employment,"Fairlie, Robert W.",,,,
The Added Worker Effect,"Lundberg, Shelly",,,,
The Agent-Agents Problem: Payment by Relative Output,"Carmichael, H. Lorne",,,,
The Analysis of Interfirm Worker Mobility,"Farber, Henry S.",,,,
The Black-White Difference in Youth Employment: Evidence for Demand-Side Factors,"Cain, Glen G.; Finnie, Ross E.",,,,
The Causal Effect of Education on Body Mass: Evidence from Europe,"Brunello, Giorgio; Fabbri, Daniele; Fort, Margherita",,,,
The Changing Economy and the Family,"Schultz, Theodore W.",,,,
The Changing Roles of Education and Ability in Wage Determination,"Castex, Gonzalo; Kogan Dechter, Evgenia",,,,
The College Type: Personality and Educational Inequality,"Lundberg, Shelly",,,,
The Complexity of Job Mobility among Young Men,"Neal, Derek",,,,
The Cost of High-Powered Incentives: Employee Gaming in Enterprise Software Sales,"Larkin, Ian",,,,
The Decline of Unionization in the United States: What Can Be Learned from Recent Experience,"Farber, Henry S.",,,,
The Demand for and Return to Education When Education Outcomes Are Uncertain,"Altonji, Joseph G.",,,,
The Demand for Labor Market Structure: An Economic Approach,"Hendricks, Wallace E.; Kahn, Lawrence M.",,,,
The Design of Teacher Incentive Pay and Educational Outcomes: Evidence from the New York City Bonus Program,"Goodman, Sarena F.; Turner, Lesley J.",,,,
The Detaxation of Overtime Hours: Lessons from the French Experiment,"Cahuc, Pierre; Carcillo, Stephane",,,,
The Determinants of Full-Time versus Part-Time Reemployment Following Job Displacement,"McCall, Brian P.",,,,
The Determinants of Participation in a Social Program: Evidence from a Prototypical Job Training Program,"Heckman, James J.; Smith, Jeffrey A.",,,,
The Determinants of US Labor Disputes,"Cramton, Peter C.; Tracy, Joseph S.",,,,
The Determinants of Wage Changes in Indexed and Nonindexed Contracts: A Switching Model,"Prescott, David; Wilton, David",,,,
The Determination of Unemployment Benefits,"Di Tella, Rafael; MacCulloch, Robert J.",,,,
The Displacement Effect of Reemployment Bonus Programs,"Davidson, Carl; Woodbury, Stephen A.",,,,
The Distinguishing Characteristics of Temporary and Permanent Layoffs,"Haltiwanger, John",,,,
The Dynamic Effects of Educational Accountability,"Macartney, Hugh",,,,
The Dynamics of Dual Job Holding and Job Mobility,"Paxson, Christina H.; Sicherman, Nachum",,,,
The Dynamics of Marriage and Divorce,"Bruze, Gustaf; Svarer, Michael; Weiss, Yoram",,,,
The Economic Effects of Unemployment Insurance in Canada: An Empirical Analysis of UI Disentitlement,"Green, David A.; Riddell, W. Craig",,,,
The Economic Functions of Private Pensions: An Empirical Analysis,"Dorsey, Stuart",,,,
The Economic Implications of Disability Insurance in Canada,"Maki, Dennis R.",,,,
The Economic Implications of Public Disability Insurance in the United States,"Danzon, Patricia M.",,,,
The Economics of Medicare: Equilibrium within the Medical Community,"Coyte, Peter C.",,,,
The Economics of Real Superstars: The Market for Rock Concerts in the Material World,"Krueger, Alan B.",,,,
The Economics of Retirement Behavior,"Mitchell, Olivia S.; Fields, Gary S.",,,,
The Effect of a Change in Language of Instruction on the Returns to Schooling in Morocco,"Angrist, Joshua D.; Lavy, Victor",,,,
The Effect of Annuity Insurance and Savings and Inequality,"Kotlikoff, Laurence J.; Shoven, John; Spivak, Avia",,,,
The Effect of Annuity Insurance and Savings and Inequality: Comment,"Abel, Andrew B.",,,,
The Effect of Cohort Composition on Human Capital Accumulation across Generations,"Connelly, Rachel; Gottschalk, Peter",,,,
The Effect of Economic Opportunity and Family Background on Adolescent Cohabitation and Childbearing among Low-Income Blacks,"Olsen, Randall J.; Farkas, George",,,,
The Effect of Employment Frictions on Crime,"Engelhardt, Bryan",,,,
The Effect of Employment Protection on Teacher Effort,"Jacob, Brian A.",,,,
The Effect of High-Performing Mentors on Junior Officer Promotion in the US Army,"Lyle, David S.; Smith, John Z.",,,,
The Effect of Illicit Drug Use on the Wages of Young Adults,"Kaestner, Robert",,,,
The Effect of Immigration on Native Self-Employment,"Fairlie, Robert W.; Meyer, Bruce D.",,,,
The Effect of Incentive Policies on the Practice Location of Doctors: A Multinomial Probit Analysis,"Bolduc, Denis; Fortin, Bernard; Fournier, Marc-Andre",,,,
The Effect of Income Taxation on Consumption and Labor Supply,"Ziliak, James P.; Kniesner, Thomas J.",,,,
The Effect of Internal Migration on Local Labor Markets: American Cities during the Great Depression,"Boustan, Leah Platt; Fishback, Price V.; Kantor, Shawn",,,,
The Effect of Job Displacement on Couples' Fertility Decisions,"Huttunen, Kristiina; Kellokumpu, Jenni",,,,
The Effect of Job Tenure on Wage Offers,"Marshall, Robert C.; Zarkin, Gary A.",,,,
The Effect of Liquid Housing Wealth on College Enrollment,"Lovenheim, Michael F.",,,,
The Effect of Maternal Labor Force Participation on Child Development,"James-Burdumy, Susanne",,,,
The Effect of Naturalization on Wage Growth: A Panel Study of Young Male Immigrants,"Bratsberg, Bernt; Ragan, James F., Jr.; Nasir, Zafar M.",,,,
The Effect of Parents' Schooling on Child's Schooling: A Nonparametric Bounds Analysis,"de Haan, Monique",,,,
The Effect of Part-Time Work on Wages: Evidence from the Social Security Rules,"Aaronson, Daniel; French, Eric",,,,
The Effect of Social Security on Labor Supply: A Cohort Analysis of the Notch Generation,"Krueger, Alan B.; Pischke, Jorn-Steffen",,,,
The Effect of Teacher Gender on Student Achievement in Primary School,"Antecol, Heather; Eren, Ozkan; Ozbeklik, Serkan",,,,
The Effect of Teachers' Unions on Education Production: Evidence from Union Election Certifications in Three Midwestern States,"Lovenheim, Michael F.",,,,
The Effect of Trade Liberalization on Wages and Employment: The Case of New Zealand,"Lang, Kevin",,,,
The Effect of Unemployment Compensation on Unemployment Duration in Germany,"Hunt, Jennifer",,,,
The Effect of Unemployment Insurance on Unemployment Duration,"Ben-Horim, Moshe; Zuckerman, Dror",,,,
The Effect of Work First Job Placements on the Distribution of Earnings: An Instrumental Variable Quantile Regression Approach,"Autor, David H.; Houseman, Susan N.; Kerr, Sari Pekkala",,,,
"The Effect of Workplace Education on Earnings, Turnover, and Job Performance","Krueger, Alan; Rouse, Cecilia",,,,
The Effectiveness of Public-Sponsored Training Revisited: The Importance of Data and Methodological Choices,"Biewen, Martin; Fitzenberger, Bernd; Osikominu, Aderonke; Paul, Marie",,,,
The Effects of Algorithmic Labor Market Recommendations: Evidence from a Field Experiment,"Horton, John J.",,,,
The Effects of Catholic Secondary Schooling on Educational Achievement,"Neal, Derek",,,,
The Effects of Changes of the Job Offer Arrival Rate on the Duration of Unemployment,"van den Berg, Gerard J.",,,,
The Effects of Charter High Schools on Educational Attainment,"Booker, Kevin; Sass, Tim R.; Gill, Brian; Zimmer, Ron",,,,
The Effects of Cognitive and Noncognitive Abilities on Labor Market Outcomes and Social Behavior,"Heckman, James J.; Stixrud, Jora; Urzua, Sergio",,,,
The Effects of Minimum Wages on Employment: Theory and Evidence from Britain,"Dickens, Richard; Machin, Stephen; Manning, Alan",,,,
The Effects of Official English Laws on Limited-English-Proficient Workers,"Zavodny, Madeline",,,,
The Effects of Prize Spread and Noise in Elimination Tournaments: A Natural Field Experiment,"Delfgaauw, Josse; Dur, Robert; Non, Arjan; Verbeke, Willem",,,,
The Effects of Public Policy on Strike Duration,"Gunderson, Morley; Melino, Angelo",,,,
The Effects of Rising Female Labor Supply on Male Wages,"Juhn, Chinhui; Kim, Dae Il",,,,
The Effects of Shock Size and Type on Labor-Contract Duration,"Wallace, Frederick H.",,,,
The Effects of the Minimum Wage on the Employment and Earnings of Youth,"Meyer, Robert H.; Wise, David A.",,,,
The Effects of Unions on Employment and Productivity: An Unresolved Contradiction,"Wessels, Walter J.",,,,
The Effects of Welfare-to-Work Program Activities on Labor Market Outcomes,"Dyke, Andrew; Heinrich, Carolyn J.; Mueser, Peter R.; Troske, Kenneth R.; Jeon, Kyung-Seong",,,,
The Effects on Sick Leave of Changes in the Sickness Insurance System,"Henrekson, Magnus; Persson, Mats",,,,
The Efficacy of Construction Site Safety Inspections,"Auld, M. Christopher",,,,
The Elasticity of Labor Supply at the Establishment Level,"Falch, Torberg",,,,
The Elasticity of Substitution Revisited: The Effects of Secular Changes in Labor Force Structure,"Chiswick, Carmel U.",,,,
The Emergence of the Working Wife in Holland,"Hartog, Joop; Theeuwes, Jules",,,,
The Employment Dynamics of Disadvantaged Women: Evidence from the SIPP,"Ham, John C.; Li, Xianghong; Shore-Sheppard, Lara D.",,,,
The Employment of Black Men,"Welch, Finis",,,,
The Endogeneity between Language and Earnings: International Analyses,"Chiswick, Barry R.; Miller, Paul W.",,,,
The Endogeneity of Union Status: An Empirical Test,"Duncan, Gregory M.; Leigh, Duane E.",,,,
The Enrollment Effects of Merit-Based Financial Aid: Evidence from Georgia's HOPE Program,"Cornwell, Christopher; Mustard, David B.; Sridhar, Deepa J.",,,,
"The Entwined Growth of Population and Product, 1922-1982","Ben-Porath, Yoram",,,,
The Estimation of a Joint Wage-Hours Labor Supply Model,"Moffitt, Robert",,,,
The Evolution of Wages in the United Kingdom: Evidence from Micro Data,"Meghir, Costas; Whitehouse, Edward",,,,
The Excess Sensitivity of Layoffs and Quits to Demand,"Hall, Robert E.; Lazear, Edward P.",,,,
"The Expanding Workweek? Understanding Trends in Long Work Hours among US Men, 1979-2006","Kuhn, Peter; Lozano, Fernando",,,,
The Extent of Measurement Error in Longitudinal Earnings Data: Do Two Wrongs Make a Right?,"Bound, John; Krueger, Alan B.",,,,
The External Effects of Black Male Incarceration on Black Females,"Mechoulan, Stephane",,,,
The Family Gap for Young Women in the United States and Britain: Can Maternity Leave Make a Difference?,"Waldfogel, Jane",,,,
The Feasibility and Importance of Adding Measures of Actual Experience to Cross-Sectional Data Collection,"Blau, Francine D.; Kahn, Lawrence M.",,,,
"The Good, the Bad, and the Average: Evidence on Ability Peer Effects in Schools","Lavy, Victor; Silva, Olmo; Weinhardt, Felix",,,,
The Great Reversal in the Demand for Skill and Cognitive Tasks,"Beaudry, Paul; Green, David A.; Sand, Benjamin M.",,,,
The Growing Supply of Physicians: Has the Market Become More Competitive?,"Noether, Monica",,,,
